Column1|Name|Birth Date|Death Date|Description|Indexes|Watsonline|Watsonline search|Wikipedia|Wikipedia search|AAVAD|AAVAD Search|Met Collection|Met Collection search|Wikidata ID|Library of Congress authority ID|VIAF ID|Union List of Artist Names ID
209|Jackson, Mary|1945||textile/fiber artist||Watsonline|https://library.metmuseum.org/search/X?SEARCH=(%22mary%20jackson%22)%20and%20not%20(jewels)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Mary_Jackson_(artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=700|||Q6779852|no2007150450|19474073|500491391
210|Jackson, Tomashi|1980||multimedia artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Jackson%2C+Tomashi+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Tomashi_Jackson|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=18289|||Q29527424|no2019088013|7946156133219150000000|500490690
211|Jafa, Arthur|1960||time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Jafa%2C+Arthur%22%20or%20%22Arthur+Jafa%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Arthur_Jafa|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=4796|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Jafa,%20Arthur&searchField=ArtistCulture|Q28858518|no97056513|21751540|500114642
212|Jarrell, Wadsworth|1929||painter; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Jarrell%2C+Wadsworth+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Wadsworth_Jarrell|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=139|||Q3624835|n96063441|21406332|500490696
213|Jefferson, Louise E.|1908|2002|designer; illustrator; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Jefferson%2C+Louise+E.%22%20or%20%22Louise+E.+Jefferson%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Louise_E._Jefferson|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1697|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Jefferson,%20Louise%20E.&searchField=ArtistCulture|Q65078965|n79119008|195737275|
214|Jemison, Steffani|1981||performance artist; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Jemison%2C+Steffani+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Steffani_Jemison|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=15570|||Q23770300|no2013040425|299865379|500473293
215|Jennings, Angie|1984||installation artist; painter; performance artist; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Jennings%2C+Angie%22%20or%20%22Angie++Jennings%22&searchscope=1|||||||Q117861058|||
216|Jennings, Wilmer|1910|1990|painter; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Jennings%2C+Wilmer%22+or+%22Wilmer+Jennings%22+or+%22Wilmer+Angier+Jennings%22&searchscope=1&sortdropdown=-&SORT=DY&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Jennings%2C+Wilmer%22+or+%22Wilmer+Jennings%22%26SORT%3DDX|Wikipedia|https://en.wikipedia.org/wiki/Wilmer_Angier_Jennings|||Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Jennings,%20Wilmer&searchField=ArtistCulture|Q61994738|nr95026303|68820819|500059632
217|Johnson, Joshua|1763|1824|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Johnson%2C+Joshua%22+or+%22Joshua+Johnson%22++or+%22Joshua+Johnston%22&searchscope=1&sortdropdown=-&SORT=R&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Johnson%2C+Joshua%22+or+%22Joshua+Johnson%22+%26SORT%3DR|Wikipedia|https://en.wikipedia.org/wiki/Joshua_Johnson_(painter)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=141|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Johnson,%20Joshua&searchField=ArtistCulture|Q958068|nr89004717|243278811|500121295
218|Johnson, Malvin Gray|1896|1934|illustrator; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Johnson%2C+Malvin+Gray&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Malvin_Gray_Johnson|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=378|||Q6745108|nr95025308|44190119|500006761
219|Johnson, Rashid|1977||conceptual artist; installation artist; mixed-media artist; photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Johnson%2C+Rashid+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Rashid_Johnson|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1597|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Johnson,%20Rashid&searchField=ArtistCulture|Q7294901|no2009177723|81732712|500475066
220|Johnson, Sargent|1888|1967|sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Johnson%2C+Sargent%22%20or%20%22Sargent+Johnson%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Sargent_Johnson|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=144|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Johnson,%20Sargent&searchField=ArtistCulture|Q125653|n97070613|30377579|500028081
221|Johnson, William H.|1901|1970|painter; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Johnson%2C+William+H.+%22%20or%20%22William+H.+Johnson%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/William_H._Johnson_(painter)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=145|||Q1883000|n50039250|18023862|500027150
222|Johnson-Ricks, Khari|1994||book/zine artist; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Johnson-Ricks%2C+Khari%22%20or%20%22Khari+Johnson-Ricks%22&searchscope=1|||||Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Johnson-Ricks,%20Khari&searchField=ArtistCulture|Q117861070|||
223|Jones, Calvin B.|1934|2010|muralist; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Jones%2C+Calvin+B.+%22%20or%20%22Calvin+B.+Jones%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Calvin_B._Jones|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1278|||Q21822124|no2009154167|100839647|500122139
224|Jones, Henry Bozeman|1889|1973|painter; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Jones%2C+Henry+Bozeman%22%20or%20%22Henry+Bozeman+Jones%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=147|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22Jones%2C+Henry+Bozeman%22&searchField=ArtistCulture|Q113150650|||
225|Jones, Jennie C.|1968||conceptual artist; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Jones%2C+Jennie+C.+%22%20or%20%22Jennie+C.+Jones%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jennie_C._Jones|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1599|||Q19879344|no2010078151|121221393|500451076
226|Jones, Lawrence A.|1910|1996|muralist; painter; printmaker||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Jones%2C+Lawrence+A.+%22+or+%22Lawrence+A.+Jones%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Lawrence_Arthur_Jones|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1084|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Jones,%20Lawrence%20A.&searchField=ArtistCulture|Q94521574|n86025580|63021599|
227|Jones, Lois Mailou|1905|1998|designer; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Jones%2C+Lois+Mailou&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Lois_Mailou_Jones|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=148|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Jones,%20Lois%20Mailou&searchField=ArtistCulture|Q3258676|n80028176|95897605|500034910
228|Jones, Samuel Levi|1978||assemblage artist; painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Jones%2C+Samuel+Levi+%22%20or%20%22Samuel+Levi+Jones%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=19790|||Q22669197||968153596619951000000|500451070
229|Jones, Seitu|1951||installation artist; interdisciplinary artist; painter; social practice artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Jones%2C+Seitu+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Seitu_Jones|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=5213|||Q85269217|||
230|Joseph, Ronald|1910|1992|painter; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&searcharg=%22Joseph%2C+Ronald%22+or+%22Ronald+Joseph%22+not+callender&searchscope=1&sortdropdown=-&SORT=DY&extended=0&SUBMIT=Search&searchlimits=&searchorigarg=X%22Joseph%2C+Ronald%22+or+%22Ronald+Joseph%22%26SORT%3DDX|Wikipedia|https://en.wikipedia.org/wiki/Ronald_Joseph_(artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1206|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Joseph,%20Ronald&searchField=ArtistCulture|Q65076501|||
231|Julien, Cheyenne|1994||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Julien%2C+Cheyenne%22%20or%20%22Cheyenne+Julien%22&searchscope=1|||||||Q117861060|||
232|Kaphar, Titus|1976||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Kaphar%2C+Titus+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Titus_Kaphar|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=10307|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Kaphar,%20Titus&searchField=ArtistCulture|Q28839817|no2017140026|310605946|500474376
233|Kelly, Patrick|1954|1990|fashion designer||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22kelly%2C%20patrick%22%20or%20%22patrick%20kelly%22)&searchscope=4&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Patrick_Kelly_(fashion_designer)|||Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Kelly,%20Patrick&searchField=ArtistCulture|Q7146930|no2007008408|7160020|500404036
234|Kendall, Richard Gordon|1933|2008|||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Kendall%2C+Richard+Gordon%22%20or%20%22Richard+Gordon+Kendall%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Richard_Gordon_Kendall|||||Q64748646|||
235|Kennedy, Amos Paul, Jr.|1948||book/zine artist||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Kennedy%2C+Amos+Paul%22+or+%22Amos+Paul+Kennedy%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Amos_Paul_Kennedy_Jr.|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=14464|||Q38668425|no94000790|34031795|
236|Key, Jarrett|1990||installation artist; multimedia artist; painter; performance artist; sculptor; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Key%2C+Jarrett%22%20or%20%22Jarrett+Key%22&searchscope=1|||||||Q117861061|||
237|Key, Jon|1990||book/zine artist; designer; painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Key%2C%20Jon%22%20or%20%22Jon%20Key%22%20or%20%22Jonathan%20Key%22)&searchscope=1&SORT=R|||||||Q28924953|||
238|Klos, Yashua|1977||collagist; installation artist; printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Klos%2C+Yashua%22%20or%20%22Yashua+Klos%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Yashua_Klos|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=7090|||Q28858897|no2013040430|299933542|
239|Knight, Autumn|1980||installation artist; performance artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Knight%2C+Autumn%22%20or%20%22Autumn+Knight%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Autumn_Knight|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=7244|||Q28858898|no2019043841|9155409625808740000|500490722
240|Knight, Gwendolyn|1914|2005|painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Knight%2C+Gwendolyn+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Gwendolyn_Knight|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=151|||Q1557848|no99091432|43941703|500123536
241|LaFrance, Helen|1919|2020|painter; textile/fiber artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22LaFrance%2C+Helen%22%20or%20%22Helen+LaFrance%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Helen_LaFrance|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=11421|||Q16084514|no2013014698|296835786|
242|Lam, Wifredo|1902|1982|painter|Index of Latinx and Hispanic American Artists;Index of Asian American and Pacific Islander Artists|Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Lam%2C+Wifredo%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Wifredo_Lam|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=947|Met Collection|https://www.metmuseum.org/art/collection/search?q=%22lam%2C+wifredo%22&searchField=ArtistCulture|Q465342|n79046146|22152571|500006317
243|Lane, Doyle|1925|2002|ceramicist / potter||Watsonline|https://library.metmuseum.org/search/?searchtype=X&SORT=D&searcharg=%22Lane%2C+Doyle%22+or+%22Doyle++Lane%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Doyle_Lane|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=949|||Q18645772||96582432|500122183
244|Lawrence, Jacob|1917|2000|illustrator; muralist; painter; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Lawrence%2C+Jacob%22%20or%20%22Jacob+Lawrence%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Jacob_Lawrence|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=154|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Lawrence,%20Jacob&searchField=ArtistCulture|Q355566|n83125290|42644829|500027690
245|Lawson, Clarence|1909|1988|painter; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Lawson%2C+Clarence%22%20or%20%22Clarence+Lawson%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=1282|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Lawson,%20Clarence&searchField=ArtistCulture|Q96749991|||
246|Lawson, Deana|1979||photographer||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Lawson%2C+Deana+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Deana_Lawson|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=8914|||Q21663183|no2018140468|107155751|500451077
247|Lazard, Carolyn|1987||conceptual artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Lazard%2C+Carolyn+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Carolyn_Lazard|||||Q61927043||22161879243433600000|500490736
248|Lee-Smith, Hughie|1915|1999|muralist; painter; printmaker||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Lee-Smith%2C+Hughie+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Hughie_Lee-Smith|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=156|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Lee-Smith,%20Hughie&searchField=ArtistCulture|Q5933571|n83125289|3337356|500037118
249|Leigh, Simone|1968||ceramicist / potter; installation artist; sculptor; time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Leigh%2C+Simone%22%20or%20%22Simone+Leigh%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Simone_Leigh|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=9568|||Q16200002||81089760|500373008
250|Leonardo, Shaun|1979||interdisciplinary artist; performance artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Leonardo%20,%20Shaun%22%20or%20%22Shaun%20Leonardo%20%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Shaun_Leonardo|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=9599|||Q24572201||479145970155232000000|
251|Lewis, Edmonia|1845|1879|sculptor|Index of Indigenous and Native American Artists|Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=Lewis%2C+Edmonia+&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Edmonia_Lewis|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=380|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Lewis,%20Edmonia&searchField=ArtistCulture|Q512065|no96049212|187447029|500128440
252|Lewis, Nate|1985||time-based media artist||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Lewis%2C+Nate%22%20or%20%22Nate+Lewis%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Nate_Lewis_(artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=11167|||Q65029314|||
253|Lewis, Norman|1909|1979|painter||Watsonline|https://library.metmuseum.org/search~S1/X?SEARCH=(%22Lewis%2C%20Norman%22)%20or%20(%22Norman%20Lewis%22)&searchscope=1&SORT=R|Wikipedia|https://en.wikipedia.org/wiki/Norman_Lewis_(artist)|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=159|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Lewis,%20Norman&searchField=ArtistCulture|Q7052490|n88199534|72242388|500060084
254|Lewis, Peter Wayne|1953||painter||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Lewis%2C+Peter+Wayne%22%20or%20%22Peter+Wayne+Lewis%22&searchscope=1|||AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=7013|||Q105948596|||
255|Lewis, Samella|1924||painter; printmaker; sculptor||Watsonline|https://library.metmuseum.org/search~S1/?searchtype=X&SORT=DX&searcharg=%22Lewis%2C+Samella%22%20or%20%22Samella+Lewis%22&searchscope=1|Wikipedia|https://en.wikipedia.org/wiki/Samella_Lewis|AAVAD|https://wayback.archive-it.org/4472/http://216.197.120.164/artistbibliog.cfm?id=160|Met Collection|https://www.metmuseum.org/art/collection/search#!?q=Lewis,%20Samella&searchField=ArtistCulture|Q7409275|n84229534|46864884|500451067
